Наименование;Остаток;КодТовара;Артикул;Производитель;Тип;Описание;Цена;ШтрихКод;Упаковка;СрокГодности;Марка;ТоварнаяКатегория;Товар;РейтингПродаж;Категория;ABV;IBU;Plato;СтильПива;UntappdRef;EBC;id_объекта
White Stone "Айс Крим (Кактус)" (Smoothie Sour Ale) алк. 6% / ВС Смузи 14, ж/б 0,45 л;76;00-00022649;АЙС КРИМ (КАКТУС) (ж/б 0,45 л);White Stone;Товар;;343;4640229753170;кор. 12х0,45л ж/б;365;Айс Крим (Кактус);Айс Крим (Кактус);White Stone "Айс Крим (Кактус)" (Smoothie Sour Ale) алк. 6% / ВС Смузи 14, ж/б 0,45 л;;Алкогольная продукция>White Stonе>White Stonе ж>б;6;7;;Smoothie Sour Ale;6731137;;790cc3c9-6be5-11f1-9bbe-000c296fac54
White Stone "Айс Крим (Кактус)" (Smoothie Sour Ale) алк. 6% / ВС Смузи 14, ж/б 0,45 л;76;00-00022649;АЙС КРИМ (КАКТУС) (ж/б 0,45 л);White Stone;Товар;;343;4640229753187;кор. 12х0,45л ж/б;365;Айс Крим (Кактус);Айс Крим (Кактус);White Stone "Айс Крим (Кактус)" (Smoothie Sour Ale) алк. 6% / ВС Смузи 14, ж/б 0,45 л;;Алкогольная продукция>White Stonе>White Stonе ж>б;6;7;;Smoothie Sour Ale;6731137;;790cc3c9-6be5-11f1-9bbe-000c296fac54
Ортодокс “Балтийский Портер” (Porter) алк.7.3% / БАЛТИЙСКИЙ ПОРТЕР, ж/б 0,45л;216;00-00021374;БАЛТИЙСКИЙ ПОРТЕР (ж/б 0,45л);ОРТОДОКС;Товар;;217;4670161154117;кор. 12х0,45л ж/б;365;Балтийский Портер;Балтийский Портер;Ортодокс “Балтийский Портер” (Porter) алк.7.3% / БАЛТИЙСКИЙ ПОРТЕР, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Ортодокс ж>б;7,30;;19;Porter;4661438;;e00db624-d659-11f0-9bb3-000c296fac54
Ортодокс “Балтийский Портер” (Porter) алк.7.3% / БАЛТИЙСКИЙ ПОРТЕР, ж/б 0,45л;216;00-00021374;БАЛТИЙСКИЙ ПОРТЕР (ж/б 0,45л);ОРТОДОКС;Товар;;217;4670161155510;кор. 12х0,45л ж/б;365;Балтийский Портер;Балтийский Портер;Ортодокс “Балтийский Портер” (Porter) алк.7.3% / БАЛТИЙСКИЙ ПОРТЕР, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Ортодокс ж>б;7,30;;19;Porter;4661438;;e00db624-d659-11f0-9bb3-000c296fac54
MeadNight "RASPBERRY PLUM MEAD" (Mead) алк.6% / МН Медок 6, ж/б 0,45л;15;00-00021414;RASPBERRY PLUM MEAD (ж/б 0,45л);MeadNight;Товар;;309;4627130346356;кор. 12х0,45л ж/б;360;RASPBERRY PLUM MEAD;RASPBERRY PLUM MEAD;MeadNight "RASPBERRY PLUM MEAD" (Mead) алк.6% / МН Медок 6, ж/б 0,45л;;Алкогольная продукция>MeadNight>MeadNight жб;6;;;Mead;6532840;;f2af8ad5-d9b6-11f0-9bb3-000c296fac54
GANZA Brewery "ME GOOSTA 3" (NE TIPA) алк. 9% / Ганза неипа 23, ж/б 0,45л;3;00-00021451;ME GOOSTA 3 (ж/б 0,45);GANZA Brewery;Товар;;415;4670163075571;кор. 12х0,45л ж/б;360;ME GOOSTA 3;ME GOOSTA 3;GANZA Brewery "ME GOOSTA 3" (NE TIPA) алк. 9% / Ганза неипа 23, ж/б 0,45л;;Алкогольная продукция>GANZA Brewery>GANZA Brewery ж>б;9;30;;NE TIPA;6514461;;9b408e72-dbdc-11f0-9bb5-000c296fac54
Plan B "Mellow Dream" (Chocolate Stout) алк. 5,5% / Мелоу Дрим, ж/б. 0,45л;42;00-00021475;MELLOW DREAM (ж/б 0,45л);Plan B;Товар;;280;4650139081645;кор. 12х0,45л ж/б;360;Mellow Dream;Mellow Dream;Plan B "Mellow Dream" (Chocolate Stout) алк. 5,5% / Мелоу Дрим, ж/б. 0,45л;;Алкогольная продукция>Plan B Brewery>Plan B ж>б;5,50;;;Chocolate Stout;5521795;;07e1ebd1-df00-11f0-9bb5-000c296fac54
Меда Сибири "Mead Honeysuckle" (Mead) алк. 6,3% / Жимолость - Ваниль, ж/б 0,45л;72;00-00019182;MEAD HONEYSUCKLE (ж/б 0,45л);Меда Сибири;Товар;;309;4660387591377;кор. 12х0,45л ж/б;365;Mead Honeysuckle;Mead Honeysuckle;Меда Сибири "Mead Honeysuckle" (Mead) алк. 6,3% / Жимолость - Ваниль, ж/б 0,45л;;Алкогольная продукция>Меда Сибири>Меда Сибири жб>бут;6,30;;;Mead - Melomel;4985641;;45aab65a-30bd-11f0-9bac-000c296fac54
Red Rocket "PILS" (Pilsner) алк. 4,5% / ПИЛСНЕР, ж/б 0,45л;40;00-00019263;PILS (ж/б 0,45л);Red Rocket;Товар;;257;4640229932230;кор. 20х0,45л ж/б;360;PILS;PILS;Red Rocket "PILS" (Pilsner) алк. 4,5% / ПИЛСНЕР, ж/б 0,45л;;Алкогольная продукция>Red Rocket Brewery>Red Rocket ж>б;4,50;;;Pilsner;4717389;;d2b473d6-355c-11f0-9bac-000c296fac54
Zavod "Salgam Spicy" (Gose) алк. 4,5% / Шалгам спайси, ж/б  0,45л;10;00-00019317;SALGAM SPICY (ж/б 0,45л);Zavod Brewery;Товар;;343;4607967292736;кор. 20х0,45л ж/б;360;Salgam Spicy;Salgam Spicy;Zavod "Salgam Spicy" (Gose) алк. 4,5% / Шалгам спайси, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;4,50;;;Gose;5882213;;bcdef8ec-3705-11f0-9bac-000c296fac54
Plague Brew "Pangu" (Mead) алк. 12%/ Напиток специальный 1,  бут. 0,25 л;31;00-00019394;PANGU (бут. 0,25л);Plague Brew;Товар;;773;;кор. 20х0,25л ст. бут.;1825;Pangu;Pangu;Plague Brew "Pangu" (Mead) алк. 12%/ Напиток специальный 1,  бут. 0,25 л;;Алкогольная продукция>Plague Brew>Plague Brew ж>б бут;12;;;Mead;6149225;;00aa561b-3c8c-11f0-9bac-000c296fac54
Stamm Brewing "Your Young Lordship" (Pilsner) алк 4,7% / Йор Лордшип Янг, пэт кег 20л;60;00-00011229;YOUR YOUNG LORDSHIP (пэт кег 20л);Stamm Brewing;Товар;;343;4603731389107;пэт кег 20л;365;Your Young Lordship;Your Young Lordship;Stamm Brewing "Your Young Lordship" (Pilsner) алк 4,7% / Йор Лордшип Янг, пэт кег 20л;;Алкогольная продукция>Stamm Brewing>Stamm Brewing кег;4,70;;;Pilsner;4174764;;5e23a825-a069-11ed-80fb-000c29d24b62
Brewlok "Наглецы из Воронежа Pils" (Pilsner) алк. 5% / Лагер 3 , ж/б 0,45л;23;00-00011972;НАГЛЕЦЫ ИЗ ВОРОНЕЖА PILS (ж/б 0,45л );Brewlok;Товар;;222;4640106809518;кор. 12х0,45л ж/б;366;Наглецы из Воронежа Pils;Наглецы из Воронежа Pils;Brewlok "Наглецы из Воронежа Pils" (Pilsner) алк. 5% / Лагер 3 , ж/б 0,45л;;Алкогольная продукция>Brewlok (Воронеж)>Brewlok ж>б;5;;;Pilsner;4963605;;f5502150-e01d-11ed-810b-000c29bc6f5e
Ostrovica "Pils" (Pilsner), алк. 4,5% / Островица Пилснер, пэт кег 30л;180;00-00012815;PILS (пэт кег 30л);Ostrovica Brewery;Товар;;318;4620134851413;пэт кег 30л;180;Pilsner;Pils;Ostrovica "Pils" (Pilsner), алк. 4,5% / Островица Пилснер, пэт кег 30л;;Алкогольная продукция>Ostrovica (Аша)>Ostrovica кег;4,50;23;12;Pilsner;1872862;;dcb18628-3106-11ee-8113-000c29bc6f5e
Ostrovica "Pils" (Pilsner), алк. 4,5% / Островица Пилснер, пэт кег 30л;180;00-00012815;PILS (пэт кег 30л);Ostrovica Brewery;Товар;;318;4640205261903;пэт кег 30л;180;Pilsner;Pils;Ostrovica "Pils" (Pilsner), алк. 4,5% / Островица Пилснер, пэт кег 30л;;Алкогольная продукция>Ostrovica (Аша)>Ostrovica кег;4,50;23;12;Pilsner;1872862;;dcb18628-3106-11ee-8113-000c29bc6f5e
Black Cat "80 DIPA" (West Coast DIPA), алк. 8,2% / 80 ДИПА, ж/б 0,45л;78;00-00005068;80 DIPA (ж/б 0,45л);Black Cat;Товар;;317;4603726880848;кор. 12х0,45л ж/б;360;80 DIPA;80 DIPA;Black Cat "80 DIPA" (West Coast DIPA), алк. 8,2% / 80 ДИПА, ж/б 0,45л;;Алкогольная продукция>Black Cat Brewery>Black Cat Brewery стекло > жб;8,20;80;19;West Coast DIPA;2428238;;c4a64821-96d8-11eb-80cd-000c29d24b62
White Phoenix "White Phoenix Клубника" (mead), алк. 4,7% / Клубника, бут 0,45л;108;00-00006145;WHITE PHOENIX КЛУБНИКА (бут 0,45л);White Phoenix;Товар;;180;4680140431139;кор. 12х0,45л ст бут.;730;White Phoenix Strawberry;White Phoenix Strawberry;White Phoenix "White Phoenix Клубника" (mead), алк. 4,7% / Клубника, бут 0,45л;;Алкогольная продукция>Cider House>White Phoenix>White Phoenix ж\б бут;5,60;;;Mead;4618497;;95385c29-0017-11ec-80d7-000c29d24b62
White Phoenix "White Phoenix Клубника" (mead), алк. 4,7% / Клубника, бут 0,45л;108;00-00006145;WHITE PHOENIX КЛУБНИКА (бут 0,45л);White Phoenix;Товар;;180;4680140431979;кор. 12х0,45л ст бут.;730;White Phoenix Strawberry;White Phoenix Strawberry;White Phoenix "White Phoenix Клубника" (mead), алк. 4,7% / Клубника, бут 0,45л;;Алкогольная продукция>Cider House>White Phoenix>White Phoenix ж\б бут;5,60;;;Mead;4618497;;95385c29-0017-11ec-80d7-000c29d24b62
Zavod "Morning Manya" (Gose) алк. 4,1% / Морнинг Маня, ж/б  0,45л;45;00-00006583;MORNING MANYA (ж/б  0,45л);Zavod Brewery;Товар;;322;4607967292637;кор. 20х0,45л ж/б;360;Morning Manya;Morning Manya;Zavod "Morning Manya" (Gose) алк. 4,1% / Морнинг Маня, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;4,10;7;;Gose;3267395;;c776a8b0-2ceb-11ec-80d8-000c29d24b62
Brewlok "Rusalka" (Rasberries Sour Ale). алк. 5%, / Русалка, пэт кег 20л;20;00-00008420;RUSALKA (пэт кег 20л);Brewlok;Товар;;416;4640106808092;пэт кег 20л;180;Rusalka;Rusalka;Brewlok "Rusalka" (Rasberries Sour Ale). алк. 5%, / Русалка, пэт кег 20л;;Алкогольная продукция>Brewlok (Воронеж)>Brewlok кег;5;10;;Sour - Fruited;2027746;;fc5c6136-b639-11ec-80e1-000c29d24b62
Rewort Brewery "Романтика" (Sour - Fruited) алк. 5.5% / САУР ЭЛЬ 26, ж/б 0,45л;705;00-00022558;РОМАНТИКА (ж/б 0,45л);Rewort;Товар;;269;4630522440136;кор. 12х0,45л ж/б;240;Романтика;Романтика;Rewort Brewery "Романтика" (Sour - Fruited) алк. 5.5% / САУР ЭЛЬ 26, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;5,50;16,20;10;Sour - Fruited;6727423;25;81cbf993-6413-11f1-9bbe-000c296fac54
Rewort Brewery "Романтика" (Sour - Fruited) алк. 5.5% / САУР ЭЛЬ 26, ж/б 0,45л;705;00-00022558;РОМАНТИКА (ж/б 0,45л);Rewort;Товар;;269;4630522442147;кор. 12х0,45л ж/б;240;Романтика;Романтика;Rewort Brewery "Романтика" (Sour - Fruited) алк. 5.5% / САУР ЭЛЬ 26, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;5,50;16,20;10;Sour - Fruited;6727423;25;81cbf993-6413-11f1-9bbe-000c296fac54
Coma Brewery “Трип: Ибица” (Sour - Smoothie / Pastry) алк. 5% / СМУЗИ 12, ж/б 0,45л;567;00-00022568;ТРИП: ИБИЦА (ж/б 0,45л);Coma Brewery;Товар;;306;4630522440044;кор. 12х0,45л ж/б;365;Трип: Ибица;Трип: Ибица;Coma Brewery “Трип: Ибица” (Sour - Smoothie / Pastry) алк. 5% / СМУЗИ 12, ж/б 0,45л;;Алкогольная продукция>SVOI (Сергиев Посад)>Coma Brewery>Coma Brewery ж>б;5;24;;Sour - Smoothie / Pastry;6718819;;8ef708ea-64ac-11f1-9bbe-000c296fac54
Coma Brewery “Трип: Ибица” (Sour - Smoothie / Pastry) алк. 5% / СМУЗИ 12, ж/б 0,45л;567;00-00022568;ТРИП: ИБИЦА (ж/б 0,45л);Coma Brewery;Товар;;306;4630522442109;кор. 12х0,45л ж/б;365;Трип: Ибица;Трип: Ибица;Coma Brewery “Трип: Ибица” (Sour - Smoothie / Pastry) алк. 5% / СМУЗИ 12, ж/б 0,45л;;Алкогольная продукция>SVOI (Сергиев Посад)>Coma Brewery>Coma Brewery ж>б;5;24;;Sour - Smoothie / Pastry;6718819;;8ef708ea-64ac-11f1-9bbe-000c296fac54
Zavod "Free Flight: Instrument" (Non Alco Stout) алк. 0,5% /Завод фри Инструмент, ж/б 0,45л;5;00-00022582;FREE FLIGHT: INSTRUMENT (ж/б 0,45л);Zavod Brewery;Товар;;285;4607967292842;кор. 20х0,45л ж/б;360;Free Flight: Instrument;Free Flight: Instrument;Zavod "Free Flight: Instrument" (Non Alco Stout) алк. 0,5% /Завод фри Инструмент, ж/б 0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery Б>А;;;;Non Alco Stout;6508223;;18198ce4-64c4-11f1-9bbe-000c296fac54
HopHead "Харчо с бараниной" (Gose) алк. 6% / Хопхэд гозе 21, ж/б 0,45л;5;00-00022598;ХАРЧО С БАРАНИНОЙ (ж/б 0,45л);HopHead;Товар;;340;4620402496261;кор. 20х0,45л ж/б;360;Харчо с бараниной;Харчо с бараниной;HopHead "Харчо с бараниной" (Gose) алк. 6% / Хопхэд гозе 21, ж/б 0,45л;;Алкогольная продукция>HopHead>HopHead ж>б;6;;;Gose;6690726;;ac81b6a6-68b8-11f1-9bbe-000c296fac54
Brewlok "Wolf's Shepherd" (Triple IPA), алк. 8,6%. / Волчий пастырь, ж/б 0,45л;38;00-00021817;WOLF'S SHEPHERD (ж/б 0,45л);Brewlok;Товар;;370;4640437582395;кор. 12х0,45л ж/б;366;Wolf Shepherd;Wolf Shepherd;Brewlok "Wolf's Shepherd" (Triple IPA), алк. 8,6%. / Волчий пастырь, ж/б 0,45л;;Алкогольная продукция>Brewlok (Воронеж)>Brewlok ж>б;8,60;105;22;IPA - Triple;2321101;;d99f9f0f-12df-11f1-9bba-000c296fac54
Mitra Brewing Co. "Grass Compass" (American Pale Ale), алк 5,8% / Митра АПА, ж/б 0,45л;35;00-00021851;GRASS COMPASS (ж/б 0,45л);Mitra Brewing Co.;Товар;;0;4610259471429;кор. 12х0,45л ж/б;365;Grass Compass;Grass Compass;Mitra Brewing Co. "Grass Compass" (American Pale Ale), алк 5,8% / Митра АПА, ж/б 0,45л;;Алкогольная продукция>Mitra Brewing Co.>Mitra Brewing Co. ж>б;5,80;36;;American Pale Ale;6599443;;7d87b998-16e5-11f1-9bbb-000c296fac54
Край Земли "Лимонад шиповник-корица" (Lemonade) / ЛИМОНАД КРАЙ ЗЕМЛИ ШИПОВНИК-КОРИЦА, бут. 0,33л;67;00-00021867;ЛИМОНАД ШИПОВНИК-КОРИЦА (бут.0,33л);Край Земли;Товар;;215;4627192388653;кор. 12х0,33л ст. бут.;365;Лимонад шиповник-корица;Лимонад шиповник-корица;Край Земли "Лимонад шиповник-корица" (Lemonade) / ЛИМОНАД КРАЙ ЗЕМЛИ ШИПОВНИК-КОРИЦА, бут. 0,33л;;Алкогольная продукция>Край Земли>Край Земли бут б>а;;;;Lemonade;;;1546f8ac-1886-11f1-9bbb-000c296fac54
Sabotage "Крафтосос: Персик Ананас" (Sour IPA),алк. 6.5% / Крафтосос Классик, ж/б 0,45;23;00-00021886;КРАФТОСОС: ПЕРСИК АНАНАС (ж/б 0,45л);Sabotage Brewery;Товар;;359;4620235853316;кор. 20х0,45л ж/б;365;Крафтосос: Персик Ананас;Крафтосос: Персик Ананас;Sabotage "Крафтосос: Персик Ананас" (Sour IPA),алк. 6.5% / Крафтосос Классик, ж/б 0,45;;Алкогольная продукция>Sabotage Brewery>Sabotage ж>б;6,50;10;;Sour IPA;3001795;;2e4dd9af-1c4a-11f1-9bbb-000c296fac54
Zavod "Dopamine" (DIPA) алк. 7,2% / Дофамин, ж/б  0,45л;37;00-00019745;DOPAMINE (ж/б 0,45л);Zavod Brewery;Товар;;343;4607967291500;кор. 20х0,45л ж/б;360;Dopamine;Dopamine;Zavod "Dopamine" (DIPA) алк. 7,2% / Дофамин, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;7,20;95;;DIPA;3636325;;69c3df31-55a6-11f0-9bac-000c296fac54
Zavod "Dopamine" (DIPA) алк. 7,2% / Дофамин, ж/б  0,45л;37;00-00019745;DOPAMINE (ж/б 0,45л);Zavod Brewery;Товар;;343;4630250302041;кор. 20х0,45л ж/б;360;Dopamine;Dopamine;Zavod "Dopamine" (DIPA) алк. 7,2% / Дофамин, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;7,20;95;;DIPA;3636325;;69c3df31-55a6-11f0-9bac-000c296fac54
Zavod "Dopamine" (DIPA) алк. 7,2% / Дофамин, ж/б  0,45л;37;00-00019745;DOPAMINE (ж/б 0,45л);Zavod Brewery;Товар;;343;4630250302058;кор. 20х0,45л ж/б;360;Dopamine;Dopamine;Zavod "Dopamine" (DIPA) алк. 7,2% / Дофамин, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;7,20;95;;DIPA;3636325;;69c3df31-55a6-11f0-9bac-000c296fac54
Бокал для пива «Селест (Coma)», кор. 12шт., стекло, 0,59л (Россия);36;00-00019763;БОКАЛ СЕЛЕСТ COMA 0,59л.;Coma Brewery;Товар;Бокал для пива «Селест (Coma)», кор. 12шт., стекло, 0,59л, (Россия);301;;Упаковка 12 шт.;0;Бокал Селест Coma;Бокал Селест Coma 0,59л.;Бокал для пива «Селест (Coma)», кор. 12шт., стекло, 0,59л (Россия);Новинка!;Сопутствующие товары>СВОИ>Сувенирные бокалы;;;;;;;29b23b1a-564b-11f0-9bac-000c296fac54
Ортодокс “Балашихинское” (Lager - Pale) алк. 4,5% /ЛАГЕР ЛАЙТ, пэт кег 20л/шт;3;00-00019776;БАЛАШИХИНСКОЕ (пэт кег 20л/шт);ОРТОДОКС;Товар;;0;4670161158542;пэт кег 20л/шт;365;Балашихинское;Балашихинское;Ортодокс “Балашихинское” (Lager - Pale) алк. 4,5% /ЛАГЕР ЛАЙТ, пэт кег 20л/шт;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Ортодокс кег пэт;4,50;;;Lager - Pale;6239141;;9471e939-5678-11f0-9bac-000c296fac54
Леонид Леврана "Старый Изборск" (Sweet Cider) алк. 5,5% / СТАРЫЙ ИЗБОРСК. ЛЕОНИД ЛЕВРАНА, кег 20л;20;00-00019856;СТАРЫЙ ИЗБОРСК (кег 20л);Сидродельня Леонида Леврана;Товар;;448;4603728537153;пэт кег 20л;365;Старый Изборск;Старый Изборск;Леонид Леврана "Старый Изборск" (Sweet Cider) алк. 5,5% / СТАРЫЙ ИЗБОРСК. ЛЕОНИД ЛЕВРАНА, кег 20л;;Алкогольная продукция>Сидродельня Леонида Леврана>Леврана кег;5,50;;;Dry Apple Cider;5949954;;2d8b6450-5b24-11f0-9bae-000c296fac54
Ортодокс “Портер” (Porter) алк. 4,8% / ПОРТЕР 1, пэт кег 20л/шт;28;00-00014566;ПОРТЕР (пэт кег 20л/шт);ОРТОДОКС;Товар;;0;4670161151130;пэт кег 20л/шт;365;Портер;Портер;Ортодокс “Портер” (Porter) алк. 4,8% / ПОРТЕР 1, пэт кег 20л/шт;;Алкогольная продукция>SVOI (Сергиев Посад)>Ортодокс кег пэт;4,80;15;14;Porter;4023223;;58128e86-c196-11ee-816b-000c29bc6f5e
